**** All Elevator Calls (time,src,dest,state,elev dt) stage 2 ****
Elevator call,4.374727290393253,0,-1,3,0, Done, dt, 23.625272709606747
Elevator call,16.957882888088932,-1,0,3,0, Done, dt, 22.042117111911068
Elevator call,22.094056301593582,0,-1,3,1, Done, dt, 23.905943698406418
Elevator call,85.5209666204754,3,2,3,0, Done, dt, 24.479033379524594
Elevator call,91.21019413453945,-1,-2,3,0, Done, dt, 42.78980586546055
Elevator call,104.13701241869234,0,4,3,1, Done, dt, 25.862987581307664
Elevator call,109.21352909346587,-1,0,3,1, Done, dt, 46.786470906534134
Elevator call,114.39235096774041,3,0,3,0, Done, dt, 47.60764903225959
Elevator call,124.42557095980362,0,9,3,0, Done, dt, 66.57442904019638
Elevator call,130.02495678190564,8,10,3,1, Done, dt, 75.97504321809436
Elevator call,130.224911275492,-1,1,3,1, Done, dt, 36.77508872450801
Elevator call,137.9515274326701,0,4,3,0, Done, dt, 38.048472567329895
Elevator call,143.91335838799415,0,6,3,1, Done, dt, 38.08664161200585
Elevator call,169.78458339380109,-1,0,3,0, Done, dt, 52.215416606198914
Elevator call,170.0099620835246,0,6,3,1, Done, dt, 71.99003791647539
Elevator call,171.21173315221364,-1,8,3,0, Done, dt, 88.78826684778636
Elevator call,174.84385152106802,0,-1,3,1, Done, dt, 94.15614847893198
Elevator call,187.11678617348463,-1,-2,3,0, Done, dt, 92.88321382651537
Elevator call,187.7299317966884,-1,-2,3,0, Done, dt, 92.27006820331161
Elevator call,195.90869649656992,0,7,3,0, Done, dt, 53.09130350343008
Elevator call,197.5359191292572,-1,1,3,0, Done, dt, 35.464080870742805
Elevator call,205.9895199338651,-1,0,3,0, Done, dt, 16.010480066134903
Elevator call,227.0798304557929,-1,5,3,1, Done, dt, 87.92016954420711
Elevator call,231.51578817426258,-1,0,3,1, Done, dt, 48.48421182573742
Elevator call,232.95043623946805,0,-1,3,1, Done, dt, 36.04956376053195
Elevator call,251.10444690749756,-1,-2,3,1, Done, dt, 100.89555309250244
